what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123200442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1378123200473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123219755
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1378123219848
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1378123222344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123223545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123287497
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1378123287590
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1378123291397
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1378123297028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123298635
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123305062
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1378123305156
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1378123309306
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123310585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123335436
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1378123338088
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123340350
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123356106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1378123357681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123389162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123412297
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1378123417102
